1.668073	1.529649	1.840335	1.811659	1.323856	0.03982839	
1.450921	3.461637	4.160202	3.298197	1.114446	0.5481938	
3.461752	2.16936	1.07963	0.4139113	4.46903	2.741274	
8.74756	5.550511	7.586214	8.77713	9.14894	2.285855	
0.7899713	0.2190921	0.3186666	1.079858	0.7960289	0.3800741	
2.265667	2.045232	1.200564	1.51996	1.118143	0.5149888	
2.19723	8.916852	8.442908	0.6807414	2.984728	2.103043	
17.95736	8.510068	8.584929	9.999548	17.4319	2.770082	
7.148046	3.88314	18.45871	12.21828	1.542649	12.56514	
17.30999	15.06757	0.9897217	9.564484	1.293595	9.681353	
