1.071842	4.44889	0.575	2.273866	1.176137	2.561366	
0.5965741	1.301591	0.3746834	0.4435028	0.3976232	0.4740884	
1.300864	1.097348	2.255659	0.9957416	3.459047	1.117667	
1.329494	3.591288	1.434673	1.413575	1.097103	0.9283181	
0.5759742	0.9904445	0.7140411	3.920738	0.9443775	1.312914	
0.357733	1.383601	0.5446032	0.4877037	0.3576493	0.463318	
2.264388	0	0	3.112806	6.021096	0	
4.395319	1.032865	1.42019	1.316906	1.058688	2.16902	
4.395319	1.032865	1.42019	1.316906	1.058688	2.16902	
0.5951847	0.6491402	1.478597	1.081901	3.069321	1.226154	
1.817722	2.029314	1.150953	5.15562	1.93845	1.574989	
0.2119305	0.3210317	0.3852378	0.359555	1.092909	0.5329121	
0	0	4.977142	0	0	0	
6.041377	0	0	0	0	0	
4.705574	0	0	0	0	0	
0	0	5.556351	0	0	0	
0	0	6.250474	0	0	0	
0	0	0	6.158407	0	0	
Infinity	NaN	NaN	NaN	NaN	NaN	
0	1.310304E+36	0	0	0	0	
NaN	Infinity	NaN	NaN	NaN	NaN	
0	0	1.094714	0	0	0	
1.206163	0	0	0	0	0	
0	1.167111	0	0	0	0	
0	0	0	1.54723	0	0	
0	1.908842	0	0	0	0	
0	0	0	0	1.165506	0	
0	0	0	3.135216	0	0	
0	0	3.646313	0	0	0	
4.37051	0	0	0	0	0	
3.348191	0	0	0	0	0	
0	0	0	0	1.022237	0	
0	2.52366	0	0	0	0	
0	0	0	1.246801	0	0	
2.916067	0	0	0	0	0	
0	1.922325	0	0	0	0	
0	0	0	0	1.463252	0	
1.138051	0	0	0	0	0	
0	0	0	0	1.842404	0	
0	1.157032	0	0	0	0	
0	2.752905	0	0	0	0	
